,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-1.59,6.70,-8.94,-16.29,-5.11,-12.19,—,—,—,—,—
Total Return % (NAV),-1.71,6.39,-9.04,-16.47,-5.27,-12.60,—,—,—,—,-15.16
+/- Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (NAV),—,—,—,—,—,—,—,—,—,—,—
