,Values
Sustainability Rate,Below Average
Percent Rank in Global Category,85%
Historical Sustainability Score,41.00
Global Category,Other Equity
Portfolio ESG,41.17
Controversy Deduction,0.02
Sustainability Score,41.15
Sustainability Mandate,No
