,Values
NAV,"8,029.74"
Open Price,"8,035.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,9.0 / 54.2
Day Range,"8,035.00 – 8,110.00"
Year Range,"7,460.00 – 9,710.00"
SEC Yield ,—
12-Month Yield ,0.22%
Premium ,—
Expense Ratio,0.410%
Total Assets,3.6 Bil
