,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-3.78,-4.31,-5.86,6.90,31.02,30.48,—,—,—,—,—
Total Return % (NAV),-0.75,-0.77,-3.95,12.18,36.11,32.35,—,—,—,—,14.62
+/- Category (NAV),-0.90,-0.29,1.10,3.29,13.16,11.45,—,—,—,—,—
+/- Index (NAV),0.29,3.84,4.69,7.98,13.98,7.91,—,—,—,—,—
