,Values
NAV,"27,796.70"
Open Price,"26,965.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"2,200.0 / 1,708.2"
Day Range,"26,735.00 – 26,965.00"
Year Range,"20,155.00 – 29,135.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.630%
Total Assets,11.1 Bil
