,Values
NAV,"27,796.70"
Open Price,"28,080.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"1,658.0 / 1,837.8"
Day Range,"27,750.00 – 28,080.00"
Year Range,"20,155.00 – 29,135.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.630%
Total Assets,11.1 Bil
