,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,—,-1.26,36.00
Fund (NAV),—,—,—,—,—,—,—,—,—,-0.99,36.23
+/ Category (NAV),—,—,—,—,—,—,—,—,—,3.44,13.25
+/- Index (Price),—,—,—,—,—,—,—,—,—,1.54,9.22
Percentile Rank,—,—,—,—,—,—,—,—,—,1,1
# of Funds in Category,—,—,—,—,—,—,—,—,59,70,75
