Sectors,Fund %,Category %
Basic Materials,14.85,21.74
Consumer Cyclical,0.00,3.08
Financial Services,20.11,17.33
Real Estate,0.00,1.68
Communication Services,1.87,1.24
Energy,57.77,43.73
Industrials,0.00,1.59
Technology,0.00,2.90
Consumer Defensive,4.22,3.86
Healthcare,0.00,0.68
Utilities,1.18,2.17
