,Fund,Cat. Average,Index
Price/Earnings ,5.97,6.59,5.72
Price/Book ,0.85,1.02,0.78
Price/Sales ,0.87,0.88,0.82
Price/Cash Flow ,2.54,2.81,2.36
Dividend Yield % ,7.49,8.67,7.40
Long-Term Earnings % ,9.57,10.98,10.68
Historical Earnings % ,34.37,26.09,32.08
Sales Growth % ,16.70,11.42,14.56
Cash-Flow Growth % ,39.97,23.06,29.47
Book-Value Growth % ,9.56,5.52,9.57
