Sectors,Fund %,Category %
Basic Materials,7.26,8.70
Consumer Cyclical,11.03,13.65
Financial Services,11.51,11.56
Real Estate,0.04,0.29
Communication Services,2.52,2.34
Energy,1.67,1.96
Industrials,9.18,10.46
Technology,42.12,38.20
Consumer Defensive,5.93,6.64
Healthcare,7.53,4.97
Utilities,1.19,1.23
