,Values
NAV,"11,711.49"
Open Price,"11,595.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"11,482.0 / 33,707.7"
Day Range,"11,580.00 – 11,645.00"
Year Range,"11,490.00 – 14,155.00"
SEC Yield ,—
12-Month Yield ,1.46%
Premium ,—
Expense Ratio,0.090%
Total Assets,63.2 Bil
