,Values
NAV,"11,711.49"
Open Price,"11,695.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"21,209.0 / 33,412.2"
Day Range,"11,660.00 – 11,745.00"
Year Range,"11,490.00 – 14,155.00"
SEC Yield ,—
12-Month Yield ,1.46%
Premium ,—
Expense Ratio,0.090%
Total Assets,63.2 Bil
