,Values
Sustainability Rate,Above Average
Percent Rank in Global Category,30%
Historical Sustainability Score,42.17
Global Category,Korea Equity
Portfolio ESG,49.85
Controversy Deduction,7.40
Sustainability Score,42.45
Sustainability Mandate,No
