,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,—,—,-4.91
Fund (NAV),—,—,—,—,—,—,—,—,—,—,-4.22
+/ Category (NAV),—,—,—,—,—,—,—,—,—,—,0.56
+/- Index (Price),—,—,—,—,—,—,—,—,—,—,-5.57
Percentile Rank,—,—,—,—,—,—,—,—,—,—,50
# of Funds in Category,—,—,—,—,—,—,—,—,—,"2,015","2,325"
