,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.98,0.13,-7.74,-7.22,-4.91,-12.34,—,—,—,—,—
Total Return % (NAV),0.21,-0.51,-6.88,-7.54,-4.22,-12.87,—,—,—,—,-13.31
+/- Category (NAV),0.16,-0.33,0.15,0.42,0.56,0.87,—,—,—,—,—
+/- Index (NAV),-0.11,0.13,-0.92,-3.07,-4.88,-2.47,—,—,—,—,—
