,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.33,2.10,-6.84,-6.40,12.43,-15.06,1.86,3.33,4.78,—,—
Total Return % (NAV),1.93,5.23,-5.54,-6.83,13.08,-14.79,1.47,3.33,4.88,—,7.45
+/- Category (NAV),0.88,3.29,-2.82,-7.13,-3.07,-13.06,-5.13,1.29,1.51,—,—
+/- Index (NAV),2.42,8.45,0.39,-6.39,-5.78,-16.58,-14.88,-9.62,-8.53,—,—
