,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),139.81,13.07,-16.77,11.58,9.06,9.15,-8.67,21.84,37.03,-35.96,10.92
Fund (NAV),143.48,12.76,-16.87,11.37,9.66,8.63,-7.54,20.50,37.60,-36.21,10.95
+/ Category (NAV),48.14,3.16,-2.36,2.24,-0.81,6.49,1.70,6.51,2.96,-22.77,-4.90
+/- Index (Price),80.71,-0.52,-8.48,-2.41,-18.21,-4.33,-10.74,9.12,-3.86,-28.59,-9.65
Percentile Rank,1,22,58,35,46,8,12,1,26,95,73
# of Funds in Category,12,15,25,27,25,26,26,25,58,243,370
