,Values
NAV,"19,409.78"
Open Price,"19,245.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"489.0 / 16,780.9"
Day Range,"19,200.00 – 19,410.00"
Year Range,"16,150.00 – 24,760.00"
SEC Yield ,—
12-Month Yield ,1.23%
Premium ,—
Expense Ratio,0.480%
Total Assets,12.4 Bil
