,Values
NAV,"7,904.97"
Open Price,"7,950.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"314,446.0 / 646,161.6"
Day Range,"7,885.00 – 7,960.00"
Year Range,"7,735.00 – 9,180.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.200%
Total Assets,769.9 Bil
