,Values
NAV,"7,904.97"
Open Price,"7,885.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"392,642.0 / 651,417.3"
Day Range,"7,795.00 – 7,885.00"
Year Range,"7,735.00 – 9,180.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.200%
Total Assets,769.9 Bil
