,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,—,-17.06,-1.68
Fund (NAV),—,—,—,—,—,—,—,—,—,-17.28,-1.39
+/ Category (NAV),—,—,—,—,—,—,—,—,—,-0.60,3.48
+/- Index (Price),—,—,—,—,—,—,—,—,—,0.57,-2.18
Percentile Rank,—,—,—,—,—,—,—,—,—,48,9
# of Funds in Category,—,—,—,—,—,—,—,—,"2,058","2,015","2,284"
