,Values
Sustainability Rate,High
Percent Rank in Global Category,9%
Historical Sustainability Score,42.74
Global Category,Korea Equity
Portfolio ESG,51.37
Controversy Deduction,8.29
Sustainability Score,43.08
Sustainability Mandate,No
