,Values
Sustainability Rate,High
Percent Rank in Global Category,9%
Historical Sustainability Score,42.74
Global Category,Korea Equity
Portfolio ESG,48.99
Controversy Deduction,5.83
Sustainability Score,43.16
Sustainability Mandate,No
