Sectors,Fund %,Category %
Basic Materials,5.95,8.70
Consumer Cyclical,10.14,13.65
Financial Services,18.69,11.56
Real Estate,0.00,0.29
Communication Services,3.52,2.34
Energy,3.65,1.96
Industrials,12.27,10.46
Technology,21.06,38.20
Consumer Defensive,15.57,6.64
Healthcare,5.68,4.97
Utilities,3.48,1.23
