,Values
NAV,"7,591.77"
Open Price,"7,600.00"
Bid / Ask / Spread,"7,495.00 / 7,520.00 / 0.33%"
Volume / Avg,1.0 / 30.0
Day Range,"7,600.00 – 7,600.00"
Year Range,"7,535.00 – 9,640.00"
SEC Yield ,—
12-Month Yield ,2.08%
Premium ,—
Expense Ratio,0.510%
Total Assets,6.1 Bil
