,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,20.72,-12.70,0.82
Fund (NAV),—,—,—,—,—,—,—,—,20.75,-12.66,0.82
+/ Category (NAV),—,—,—,—,—,—,—,—,-1.72,4.02,6.38
+/- Index (Price),—,—,—,—,—,—,—,—,-11.51,4.93,1.25
Percentile Rank,—,—,—,—,—,—,—,—,66,13,4
# of Funds in Category,—,—,—,—,—,—,—,"2,012","2,058","2,015","2,325"
