,Values
Sustainability Rate,Below Average
Percent Rank in Global Category,77%
Historical Sustainability Score,40.16
Global Category,Korea Equity
Portfolio ESG,45.59
Controversy Deduction,5.00
Sustainability Score,40.59
Sustainability Mandate,No
