,Values
NAV,"47,394.85"
Open Price,"47,260.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,10.0 / 13.1
Day Range,"47,260.00 – 47,260.00"
Year Range,"47,260.00 – 49,770.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.190%
Total Assets,7.6 Bil
