,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.23,-0.09,-1.57,-2.82,-2.73,-4.90,—,—,—,—,—
Total Return % (NAV),0.01,0.15,-1.36,-2.63,-2.57,-4.75,—,—,—,—,-4.66
+/- Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (NAV),—,—,—,—,—,—,—,—,—,—,—
