,Values
NAV,"22,514.70"
Open Price,"22,370.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,496.0 / 822.8
Day Range,"22,370.00 – 22,485.00"
Year Range,"16,380.00 – 25,240.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.360%
Total Assets,6.2 Bil
