,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-3.17,-3.90,-3.58,-0.05,25.07,-7.13,11.87,13.03,—,—,—
Total Return % (NAV),0.62,0.37,0.12,5.98,30.11,-4.88,13.88,13.86,—,—,15.05
+/- Category (NAV),-0.18,-2.36,5.80,12.43,34.27,8.83,13.44,8.17,—,—,—
+/- Index (NAV),0.76,2.31,2.70,3.37,23.51,-5.45,7.81,6.94,—,—,—
