,Values
NAV,"22,514.70"
Open Price,"21,760.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,687.0 / 824.2
Day Range,"21,680.00 – 21,765.00"
Year Range,"16,380.00 – 25,240.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.360%
Total Assets,6.2 Bil
