,Values
Sustainability Rate,Average
Percent Rank in Global Category,67%
Historical Sustainability Score,38.42
Global Category,Greater China Equity
Portfolio ESG,45.31
Controversy Deduction,6.20
Sustainability Score,39.11
Sustainability Mandate,No
