,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,5.43,-10.80,14.73,1.87,15.17,-3.29,3.77,22.72,-10.12,8.75
Fund (NAV),—,4.28,-10.48,14.17,1.55,14.69,-2.76,4.20,22.77,-10.35,10.76
+/ Category (NAV),—,1.67,10.89,2.14,-1.36,-6.27,-5.72,13.44,-8.68,11.27,-6.40
+/- Index (Price),—,2.13,12.09,-6.93,-0.71,6.07,-1.01,-5.67,-12.65,0.69,2.11
Percentile Rank,—,47,1,51,59,54,70,2,78,6,73
# of Funds in Category,125,177,247,347,391,422,526,636,734,890,938
