,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-1.63,-1.21,-7.00,-6.87,8.75,-1.46,8.44,5.28,—,—,—
Total Return % (NAV),0.44,-1.09,-5.53,-4.69,10.76,-1.49,8.85,5.70,—,—,3.92
+/- Category (NAV),-0.47,-1.04,-1.67,-2.31,-6.40,-2.43,2.99,-0.46,—,—,—
+/- Index (NAV),0.25,-1.74,-0.83,0.47,4.12,3.38,-0.77,-0.98,—,—,—
