,Values
NAV,"16,307.49"
Open Price,"16,340.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"2,040.0 / 464.5"
Day Range,"16,340.00 – 16,535.00"
Year Range,"14,750.00 – 18,480.00"
SEC Yield ,—
12-Month Yield ,3.69%
Premium ,—
Expense Ratio,0.600%
Total Assets,7.3 Bil
