,Values
NAV,"4,810.10"
Open Price,"4,715.00"
Bid / Ask / Spread,"0.00 / 5,150.00 / 0.00%"
Volume / Avg,"2,994.0 / 20,356.4"
Day Range,"4,670.00 – 4,715.00"
Year Range,"4,400.00 – 8,090.00"
SEC Yield ,—
12-Month Yield ,0.38%
Premium ,—
Expense Ratio,0.550%
Total Assets,3.6 Bil
