,Values
NAV,"4,790.32"
Open Price,"4,845.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"1,997.0 / 31,223.0"
Day Range,"4,795.00 – 4,845.00"
Year Range,"4,400.00 – 8,090.00"
SEC Yield ,—
12-Month Yield ,0.38%
Premium ,—
Expense Ratio,0.550%
Total Assets,3.6 Bil
