,Values
Sustainability Rate,Low
Percent Rank in Global Category,93%
Historical Sustainability Score,—
Global Category,Consumer Goods & Services Sector Equity
Portfolio ESG,—
Controversy Deduction,—
Sustainability Score,—
Sustainability Mandate,No
