,Values
NAV,"8,830.94"
Open Price,"8,770.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"13.0 / 6,735.4"
Day Range,"8,750.00 – 8,770.00"
Year Range,"7,875.00 – 9,965.00"
SEC Yield ,—
12-Month Yield ,0.09%
Premium ,—
Expense Ratio,0.230%
Total Assets,66.2 Bil
