,Values
NAV,"8,956.35"
Open Price,"8,855.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"83,304.0 / 7,202.9"
Day Range,"8,840.00 – 8,910.00"
Year Range,"7,875.00 – 9,965.00"
SEC Yield ,—
12-Month Yield ,0.09%
Premium ,—
Expense Ratio,0.230%
Total Assets,67.2 Bil
