,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.79,1.51,-5.50,-1.74,5.00,-6.73,—,—,—,—,—
Total Return % (NAV),1.05,-0.28,-4.77,-2.34,6.00,-7.34,—,—,—,—,-8.16
+/- Category (NAV),1.00,-0.10,2.26,5.62,10.77,6.40,—,—,—,—,—
+/- Index (NAV),0.73,0.36,1.18,2.14,5.33,3.06,—,—,—,—,—
