,Values
Sustainability Rate,Above Average
Percent Rank in Global Category,21%
Historical Sustainability Score,42.47
Global Category,Korea Equity
Portfolio ESG,50.44
Controversy Deduction,7.44
Sustainability Score,43.00
Sustainability Mandate,No
