,Values
NAV,"11,107.96"
Open Price,"11,125.00"
Bid / Ask / Spread,"11,040.00 / 11,070.00 / 0.27%"
Volume / Avg,"9,240.0 / 34,220.3"
Day Range,"11,070.00 – 11,125.00"
Year Range,"10,915.00 – 13,710.00"
SEC Yield ,—
12-Month Yield ,1.59%
Premium ,—
Expense Ratio,0.450%
Total Assets,9.1 Bil
