,Fund,Cat. Average,Index
Price/Earnings ,5.87,11.02,12.13
Price/Book ,0.98,0.84,0.86
Price/Sales ,0.43,0.53,0.65
Price/Cash Flow ,3.85,3.46,3.66
Dividend Yield % ,2.77,3.08,3.48
Long-Term Earnings % ,11.47,10.07,3.69
Historical Earnings % ,16.13,15.26,14.88
Sales Growth % ,-1.09,11.25,4.89
Cash-Flow Growth % ,-2.46,16.83,15.05
Book-Value Growth % ,3.41,10.86,8.56
