,Values
Sustainability Rate,Above Average
Percent Rank in Global Category,15%
Historical Sustainability Score,42.54
Global Category,Korea Equity
Portfolio ESG,51.00
Controversy Deduction,8.06
Sustainability Score,42.94
Sustainability Mandate,No
