,Values
NAV,"8,331.92"
Open Price,"8,230.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"1,027.0 / 51,974.3"
Day Range,"8,210.00 – 8,280.00"
Year Range,"8,190.00 – 9,660.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.090%
Total Assets,446.2 Bil
