Sectors,Fund %,Category %
Basic Materials,7.47,8.70
Consumer Cyclical,10.26,13.65
Financial Services,11.52,11.56
Real Estate,0.00,0.29
Communication Services,2.78,2.34
Energy,1.87,1.96
Industrials,9.21,10.46
Technology,44.21,38.20
Consumer Defensive,6.41,6.64
Healthcare,4.97,4.97
Utilities,1.29,1.23
