,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,—,—,-2.65
Fund (NAV),—,—,—,—,—,—,—,—,—,—,-2.17
+/ Category (NAV),—,—,—,—,—,—,—,—,—,—,2.70
+/- Index (Price),—,—,—,—,—,—,—,—,—,—,-3.14
Percentile Rank,—,—,—,—,—,—,—,—,—,—,14
# of Funds in Category,—,—,—,—,—,—,—,—,—,"2,015","2,284"
