,Values
NAV,"8,347.72"
Open Price,"8,270.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"26,329.0 / 55,577.2"
Day Range,"8,240.00 – 8,310.00"
Year Range,"8,190.00 – 9,660.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.090%
Total Assets,449.5 Bil
