Sectors,Fund %,Category %
Basic Materials,5.34,8.70
Consumer Cyclical,12.40,13.65
Financial Services,0.60,11.56
Real Estate,0.00,0.29
Communication Services,0.26,2.34
Energy,0.32,1.96
Industrials,7.84,10.46
Technology,25.50,38.20
Consumer Defensive,4.09,6.64
Healthcare,43.51,4.97
Utilities,0.14,1.23
