,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.35,0.47,-14.66,-24.11,—,—,—,—,—,—,—
Total Return % (NAV),2.03,4.60,-14.40,-23.04,—,—,—,—,—,—,-24.96
+/- Category (NAV),1.26,3.12,-7.30,-16.26,—,—,—,—,—,—,—
+/- Index (NAV),2.03,3.35,-8.20,-19.33,—,—,—,—,—,—,—
