,Values
NAV,"4,273.93"
Open Price,"4,180.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"572.0 / 7,512.5"
Day Range,"4,180.00 – 4,260.00"
Year Range,"3,910.00 – 6,415.00"
SEC Yield ,—
12-Month Yield ,—
Premium ,—
Expense Ratio,0.160%
Total Assets,47.5 Bil
