,Values
Sustainability Rate,Low
Percent Rank in Global Category,98%
Historical Sustainability Score,35.75
Global Category,Korea Equity
Portfolio ESG,36.46
Controversy Deduction,0.08
Sustainability Score,36.38
Sustainability Mandate,No
