,Values
NAV,"4,241.14"
Open Price,"4,190.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"74.0 / 7,379.6"
Day Range,"4,180.00 – 4,210.00"
Year Range,"3,910.00 – 6,415.00"
SEC Yield ,—
12-Month Yield ,—
Premium ,—
Expense Ratio,0.160%
Total Assets,92.1 Bil
