,Fund,Category,Index
U.S.Stock,—,8.88,17.91
Non-U.S.Stock,—,14.88,12.05
Bonds,—,58.79,0.00
Other,—,2.73,70.00
Cash,—,72.34,0.00
Not Classified,—,3.81,0.03
