,Values
NAV,"10,221.38"
Open Price,"10,180.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"55,319.0 / 59,043.5"
Day Range,"10,180.00 – 10,225.00"
Year Range,"10,085.00 – 10,250.00"
SEC Yield ,—
12-Month Yield ,—
Premium ,—
Expense Ratio,0.240%
Total Assets,40.9 Bil
