,Values
NAV,"8,269.34"
Open Price,"8,210.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"1.3 Mil / 382,690.5"
Day Range,"8,070.00 – 8,210.00"
Year Range,"7,965.00 – 9,305.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.100%
Total Assets,940.2 Bil
