,Values
NAV,"101,181.04"
Open Price,"101,185.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"62,059.0 / 67,500.0"
Day Range,"101,185.00 – 101,190.00"
Year Range,"100,030.00 – 101,685.00"
SEC Yield ,—
12-Month Yield ,1.65%
Premium ,—
Expense Ratio,0.170%
Total Assets,1.4 Tril
