,Values
NAV,"6,974.58"
Open Price,"6,900.00"
Bid / Ask / Spread,"5,775.00 / 5,780.00 / 0.09%"
Volume / Avg,58.8 Mil / 16.0 Mil
Day Range,"5,835.00 – 6,905.00"
Year Range,"5,835.00 – 18,840.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.670%
Total Assets,1.1 Tril
