,Values
NAV,"101,246.19"
Open Price,"101,250.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"4,647.0 / 10,750.1"
Day Range,"101,250.00 – 101,255.00"
Year Range,"100,015.00 – 101,795.00"
SEC Yield ,—
12-Month Yield ,1.76%
Premium ,—
Expense Ratio,0.170%
Total Assets,937.3 Bil
