,Values
NAV,"6,226.92"
Open Price,"6,185.00"
Bid / Ask / Spread,"6,005.00 / 6,060.00 / 0.91%"
Volume / Avg,"135,322.0 / 245,167.5"
Day Range,"6,055.00 – 6,195.00"
Year Range,"5,970.00 – 7,275.00"
SEC Yield ,—
12-Month Yield ,1.48%
Premium ,—
Expense Ratio,0.290%
Total Assets,1.0 Tril
