,Values
NAV,"26,370.24"
Open Price,"26,255.00"
Bid / Ask / Spread,"25,780.00 / 0.00 / 0.00%"
Volume / Avg,4.7 Mil / 2.0 Mil
Day Range,"25,735.00 – 26,255.00"
Year Range,"25,735.00 – 30,370.00"
SEC Yield ,—
12-Month Yield ,2.47%
Premium ,—
Expense Ratio,0.070%
Total Assets,2.7 Tril
