,Values
NAV,"108,933.18"
Open Price,"108,920.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"31,095.0 / 30,628.8"
Day Range,"108,920.00 – 109,400.00"
Year Range,"101,205.00 – 109,400.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.080%
Total Assets,1.0 Tril
